Date,IBM,BRK-B,KO,AXP,JPM,WFC,STT,BK,CI,WMT,COST,TRV,PNC,GS,MCO,DE,ECL,MSFT,DD,PG,BLK,HD,BA,VRTX,A,DIS,INTC,JNJ,FDX,TGT
5/22/2008,5031300,1070000,25230600,9043100,28883300,26221400,3145300,3903600,2991500,15065200,6521100,3421400,1827000,8684100,23989900,5420400,1210600,52203100,2908700,8639100,321000,15894100,6333300,1609500,3048300,7735300,41170000,9882700,1945600,7786200
5/23/2008,4701500,1535000,30583000,8456200,21440900,23920700,2427200,4336000,2895200,13558200,6182100,2708400,1206000,8145500,8849600,3770900,1559900,48890700,5534800,8415300,664800,17324800,4476600,1096800,3326800,8951300,59073500,9073500,2815400,7354000
5/27/2008,6989200,3015000,15614200,5678700,28457800,27493300,1689800,4147500,2676900,17280200,6240100,1957900,1651600,8420000,5745400,4839400,1606900,47334500,4695100,10901600,364600,21412600,4528900,949300,4152600,9309100,52821500,8358200,3286900,9348600
5/28/2008,9875600,2350000,24045600,7755100,31688700,39715000,2523800,5321200,1749500,20417300,6563400,2574200,2043400,7238500,6208000,6514600,1470000,52318500,5676000,10195500,195000,13242200,4135400,850600,4287800,14201800,50288400,14779300,3288600,11698200
5/29/2008,7561500,2265000,24705200,8146800,22789000,25225100,1781400,4757800,2418900,18545800,8817500,3161500,2651100,7755200,3904400,5223400,992600,47699200,3615800,10548200,362100,13855400,3465200,1624000,3906900,12570800,54937400,13264000,2210200,9118000
5/30/2008,8652900,8935000,26831600,7377000,21391600,19411300,1983000,6442700,1667700,12122700,5908600,3175300,2548400,5697400,3162900,3818600,658800,63399200,4452600,9761700,283800,11714900,4660200,1647400,3587500,12779000,55484500,10995000,1859800,6402900
6/2/2008,7599300,1850000,19121200,10649300,30620500,23179200,3110100,9736100,1904900,17280800,7114900,2158600,2130900,9847400,3054700,3721200,707600,77028400,4648200,9980200,268900,15497700,4492000,1976500,4762400,10323300,50569500,9630900,1798100,6574300
6/3/2008,7238200,1840000,18839800,15719800,28503100,30363600,8303900,9262400,2455300,17073100,5971100,2320600,2223100,13187400,5995600,5839300,795200,86616700,5007200,11417400,583700,15232800,10185000,3594300,3541800,11060000,65482900,11363000,2090800,19044500
6/4/2008,6432300,1620000,14971800,21045700,30800100,33490000,26029600,9454300,2769900,14710600,4615800,1730200,2935100,10777500,9809000,3487400,834200,79567400,3716500,12590900,397900,17537800,6750100,3545500,4756400,24630200,57510100,8962800,1700600,11848700
6/5/2008,6153300,1350000,15701400,13047000,27755300,26962600,7624200,6781900,4015500,35740200,6103400,1976700,2432200,9721900,4858000,5690600,776200,76063400,5994000,10784800,366400,20265500,5787700,8367600,2896500,11640300,51960800,8679800,2391400,11434000
6/6/2008,7886200,775000,24947800,13924400,39887900,57724400,7299300,8338400,2879500,23520900,6308400,3676100,3303000,10559000,3293800,6356100,922300,78500800,5581800,16364700,270900,19366500,12786400,3528000,3546300,16597800,69864000,14267200,2985000,12854100
6/9/2008,5584000,1060000,19351600,12490500,74856700,40108200,6419500,7499200,2116700,23345000,5510500,2802300,3396000,12998400,3609900,3727200,754700,66787100,4974500,12983000,256900,17695600,6629000,5871500,3726200,10011900,57224700,8695900,2180600,9221000
6/10/2008,5384200,835000,32680000,9560400,54412400,43539900,7690800,10064800,2643500,21243200,6616800,4246200,3108200,11014600,3548100,4746000,1257000,77433900,4823300,13803400,434500,17878700,5675000,2747900,2406000,16606900,56570700,10170100,3110200,9309800
6/11/2008,7207200,930000,23459000,10970600,50965800,48023600,6492700,8178700,3081600,20755700,5864900,3152400,3531400,16468500,3632000,6395400,1065300,59330800,5620700,12619500,487100,19163100,6544800,2605000,2636600,12419500,59797500,10392400,4736000,9354000
6/12/2008,6748600,1470000,19044000,10414500,53247700,40700800,5381900,9645000,2808900,19249100,8404100,2897900,4261600,11767100,3074100,6855900,1012900,113996300,5591800,11939500,646400,15099500,9794900,2146900,3489200,13138800,60253600,9743400,4859600,8817300
6/13/2008,6379600,1010000,61756600,7645200,40465600,32367300,4827900,6365000,2241400,20883900,6884900,3028600,4071700,14343000,2893700,6508800,1243800,131969100,3754400,10941500,538400,16052200,6087100,2202800,3037800,9153300,43003400,8938300,5189200,9449000
6/16/2008,6280200,775000,35384800,13745400,34860200,33166500,5083600,9408700,2458000,18090100,3972700,2208700,3887100,16376300,2940500,6011400,962900,74718900,3530500,12204700,454900,12418600,3481100,2072100,6624800,10955100,44772000,7984700,3882600,6505100
6/17/2008,5277900,915000,28668600,13699800,32510200,40682000,5060500,12214800,2549000,13559000,3639300,2587800,2972800,24422900,2624500,3643500,1002900,44256700,3779200,8220900,398100,12272500,6503700,1146800,4748800,9163100,43990500,7304000,4795700,6563400
6/18/2008,6614700,1385000,26037200,13333100,35513700,42211000,8103800,12005600,2396800,22236700,5099700,2733600,4407700,16222400,2592100,4451400,778500,49677800,5465600,11511700,477400,13989600,11534700,2077000,3694700,12078500,41535000,12845600,11801000,10872100
6/19/2008,7570200,590000,25221200,12893600,59944400,47029900,5901200,10266900,8055400,20677100,4711700,3868100,6203000,10588800,3408400,3367800,865700,62037800,5286600,11544300,526200,16005900,7539700,1805000,3623700,13913000,48519900,9089600,6201100,9862000
6/20/2008,9624900,910000,33273000,14217900,55374100,62647400,6486100,12265800,4006600,27051900,5460000,6858700,6183900,11331400,2932100,5600500,1180400,97480400,5747800,21461900,583600,17186900,8868600,3194400,6029500,21345000,71018300,16435000,4594100,15088700
6/23/2008,5852300,950000,17910600,10132300,37741100,36638600,2890300,6474800,4321500,14295800,5222800,4071000,3184700,9840000,2817400,4743200,947800,57145300,4281800,10507400,738700,22900000,4036600,3398800,4274600,10850800,46279200,8689900,3566400,15612200
6/24/2008,7552900,900000,21827400,12374800,43526200,50002700,3631500,10271200,3218100,19625600,5187400,4286400,3988200,12663400,4897400,5771700,1679400,65218300,8068100,11172200,730400,18579100,4949800,3365300,4052300,17528500,46126600,10692800,4914000,14203300
6/25/2008,7131500,710000,23750600,20927400,42317900,41995500,4601700,9274300,2735300,22062300,7661200,3993500,4531200,10838800,2895800,7251600,1269400,64280200,5867000,12888400,740700,19925800,21124600,2470500,3563600,16132100,54778100,10391100,3833600,12569300
6/26/2008,9710600,1310000,30532200,25420600,45708400,59131200,4180300,9156600,2207200,21051600,6761200,4451800,4119000,13603700,3091300,7749600,1267200,67049100,5956400,15244000,643200,18896500,10984200,1734000,3817200,19848000,56482100,12412700,3332200,12923200
6/27/2008,11660400,1200000,35673200,22203200,69316700,49640300,8937900,11984200,4276300,28653500,9101900,4964200,3576500,12670600,5053600,9666400,1392200,73450200,5297200,21773200,2915100,22343700,10369500,2030200,5015300,20844300,60068800,19081600,4898800,12100200
6/30/2008,8439000,1210000,30142000,15452000,50792600,42295500,3528100,11991100,2696600,22242200,7608100,6935700,3737700,9373300,4181500,4866000,1389100,57830500,6142800,14977700,989700,19582700,8562400,1950300,4145000,15850700,50166900,12516900,4433200,12321800
7/1/2008,10069400,1240000,35340600,23788400,74620100,58147900,7177000,10246500,3069400,22714900,8572400,4573300,5486200,13940400,8578300,6692500,1875600,100327800,9029500,19060400,1029600,21993700,9758400,3175200,4520700,17144900,66857400,16637300,4692500,13175300
7/2/2008,8093200,1200000,32505400,16653400,51750200,34038500,5552700,13465800,5295100,20767500,5225700,6934700,4588700,16256600,6107100,6417600,1748700,84669000,5737600,18876400,1207600,22753400,10136400,2748100,3692600,13633000,47772900,10708000,2866500,11764100
7/3/2008,6115200,1875000,14904400,10758200,33028500,28348800,2404800,6793700,3633100,11793600,2633400,2541000,2183200,6185400,3344000,5584000,1842200,37074500,3516800,11550400,587300,11321500,4058400,1282600,5404300,6952000,41363800,7714900,1964600,5152300
7/7/2008,9131100,1835000,23402400,15778100,48883600,58126600,8061000,11647500,3273400,22230900,5202900,5100700,4675200,17013300,6626400,5577700,1751400,71527600,6441000,18716900,1093300,20770400,6175400,2257600,5731700,21977600,47325800,14506700,3299900,10711200
7/8/2008,9813300,1270000,26657400,15838800,62285100,61171700,9328600,16041500,2281100,32714300,5979900,4949900,4905500,16790500,8376800,9238800,2147400,65553200,7124600,18142100,794100,17205000,6689800,1771800,4678900,26083200,58443500,15476900,3276300,10909700
7/9/2008,9506700,770000,23205400,13857400,50971000,52656700,6349200,10496900,3001000,25496700,5511400,4596500,4685300,12909300,5173200,8409500,2287400,54255800,4643000,15553100,847200,13390800,9614900,2143400,2905700,13575400,68343100,13940700,3151300,9132200
7/10/2008,10053600,610000,30312600,13120900,47807900,61009300,5835600,9475600,5589400,29887300,7238200,4710300,4300000,14106200,6635400,6541700,4086300,57830600,19527100,17753500,926400,18560300,7304100,1950000,3423700,11366700,93629500,17399900,2450000,15760500
7/11/2008,8841400,1030000,26927400,19191800,71316700,82338800,5539500,10294300,3048300,27891700,5146700,5106500,5927300,24827400,13624700,4973800,2973300,69532600,11461900,21841200,1165200,27126500,9787400,1579300,3382600,14948400,74358200,16631500,2842000,14747400
7/14/2008,8317400,1290000,25123000,15879100,50370200,56418100,8648300,10016600,2436300,21049600,5260100,5065900,7848000,15944800,5221800,5160900,2264700,51216200,6564400,14939400,669700,12911800,5545500,2067800,2879700,14277500,49072300,11114700,2446100,11093000
7/15/2008,10710500,2030000,38457400,25454600,88717800,122587000,15363100,16219400,3270200,26589600,7814400,5471000,8593200,25593100,10932800,6238500,2492500,92719300,7788100,25356900,1475400,20546400,7925200,3868200,4336800,16665800,100047200,24203400,3101000,13795900
7/16/2008,9898800,1790000,27188400,19665700,79957800,206249200,9471000,16121600,2585200,26412700,7751400,5729800,9436200,19366400,7590200,9580300,2232000,82060400,8503400,19482200,2457100,19572400,5644100,2226700,4138700,18261000,87306000,18883600,4519900,14223000
7/17/2008,12298200,1395000,79214400,23203100,132114600,115206800,9871200,28780600,3938100,24770300,6776500,7081500,13444600,24819100,6011300,6963800,1685500,96526100,8745200,15878800,2561100,22340200,7105200,3232200,4302600,17998800,94030200,14217400,5452900,14504600
7/18/2008,18317800,1625000,36493800,16856200,65409900,71649800,5689300,13830000,2912500,20650700,7249400,5108000,6268300,11722200,6041800,5279300,1838900,150277000,6173500,15478100,1673700,15882800,8452100,2600300,3765300,14004500,54733400,12903500,3354700,9493700
7/21/2008,7779600,1010000,21760400,16198600,41354400,70613600,5445500,12201200,3137500,16644700,6269800,3664100,4621400,8841300,3771900,6200400,1755400,77575600,3165900,9811300,746600,13685300,5025700,1634900,1989300,9782000,48686600,11279400,2544600,7989500
7/22/2008,11428600,1070000,43142600,48554300,50104200,100898900,7571600,20313200,3620200,25911900,7971800,5474200,7977500,11268100,5242400,6022500,1992900,88657200,4470600,13192200,865100,17808300,6168500,1865200,3671900,21715300,74321500,15551300,3089800,14626400
7/23/2008,10230300,2715000,25824200,29411200,59345600,122201200,7902600,17665500,4047200,31232300,40327700,7249500,8433800,9871900,6762300,5585900,1474900,79408800,6665700,11255000,958800,26441300,11043900,1891500,3923400,13220100,56708400,10256800,3802800,14873000
7/24/2008,8946300,1005000,21340400,22296200,47454600,70564700,7248300,13310600,2337900,21235500,11113400,5196000,7920300,8828100,3522700,6011000,1652800,81092600,5241400,11091700,698500,16362800,14072900,3005100,3712600,11780800,61416300,16543100,3226700,10343200
7/25/2008,7565500,1265000,16853600,19237500,35188000,55525300,5188900,12401400,2279400,16452200,8608900,3886600,4701300,7233900,3170700,4179700,1363400,58682300,9378600,11002700,502600,14512500,9167400,1461200,3517200,12842800,40234600,10504500,1869800,7222800
7/28/2008,6096800,1125000,14040000,16145700,41673200,46645300,4231400,12609500,1705700,15433700,8306800,4031300,5477900,9264500,3886500,5423300,1751300,59707800,3995900,12599100,566700,11420200,6253100,2003800,3265800,13658900,49863200,9814300,1651000,7180300
7/29/2008,5979400,1155000,16244800,17865700,50527400,62303400,6140100,15477600,3276700,17666100,9240600,5594700,6439100,11149700,4648800,5461100,1171400,66368200,5781400,16520700,595300,15479200,5620700,1576600,2749000,13298000,47493600,13012200,2486700,7429300
7/30/2008,5826100,2240000,19487000,14826000,47954900,65749100,5553800,12211100,1654900,19417200,12036000,4300700,6442600,9864200,8569300,5907800,1151100,51977700,4919200,13648100,501400,19262100,6011000,2066100,2364500,18219700,52616100,13523100,4019500,10536800
7/31/2008,5857300,1225000,21216800,12856000,37394100,48107500,4971400,8718400,3938400,18614500,6712500,4190500,4173700,6062900,3765500,6587700,1545900,60461000,3750500,14043700,417200,18557500,10585300,4242900,2710000,25577400,65269400,13798400,2275100,6417400
8/1/2008,4939700,845000,33156000,9724400,30773300,40425300,3721300,9347500,5534900,17295600,5735500,2999000,3326700,7495400,4002300,4583500,1392800,82720200,3948400,11147400,567700,11920700,7016800,4275700,3477900,15120700,42123200,9052300,2599300,7387400
8/4/2008,5994900,530000,22279000,10245700,27748000,46627900,3257300,8992700,3435000,13831100,4223300,3203000,4284700,7551900,4300100,9149800,2160300,60588300,5031800,12657600,372800,10556200,6074500,9966700,2370800,11445500,41598200,13694700,2421500,5450000
8/5/2008,6969900,1560000,25483200,14763700,35763100,45806300,4044300,17529000,3386800,37575100,6882800,5081600,5344000,8772200,4632000,5869200,2473800,84297600,4854900,20383200,686700,14371000,8941000,2828800,3424100,15540000,54578500,20179200,4441500,15155000
8/6/2008,6253800,800000,20380000,13702200,33009400,42199300,3651000,15667400,4120300,23821500,7900300,4167400,5950100,5832700,5339700,3823600,1272300,95550000,4441600,13002200,371500,15075400,6240000,2332900,2653800,12841000,49927000,18729400,2436300,9460600
8/7/2008,6633500,1880000,19928800,18416700,42712200,57510900,6094400,12036700,3880500,37876100,8414300,4142700,8266200,9103100,3301600,4522900,1144800,82565800,5326300,10964600,461300,13603900,7389300,4018100,2711500,10696400,113395100,14181000,2498700,10044900
8/8/2008,8561800,1125000,19658200,15760600,37174200,45857600,4073100,13153000,4587800,23915800,7178500,2922000,4490500,6634600,3592900,3606100,944100,80814100,4920800,15116500,311300,25506600,10088400,3346000,3462700,14759800,69455500,12071300,4126300,11854500
8/11/2008,7490400,1655000,14183600,11970000,34643900,55278900,4460600,8118100,2499900,24349200,6363500,3019800,5123900,8798500,6769200,6013000,1279400,68743800,8645800,10843500,693100,53932100,6875200,2454400,2640200,21907300,51679900,10231600,3534100,27015500
8/12/2008,6996800,885000,16690800,13758100,65248300,54318600,5147000,9086600,3257600,20309000,5146400,3486800,4714400,14023800,5842500,4210400,1346300,62813000,6276400,14375000,702800,27222900,6422200,3063000,3034200,14848700,51900400,8696800,2420200,16992500
8/13/2008,5857800,1405000,19036800,13990100,48575900,53459400,4882100,9156600,2121300,22639700,5372200,3196100,5739500,12391300,7600200,28749100,1117100,51165200,6793500,10701100,519400,21870300,8990000,2654500,2913900,11051300,46340500,10600600,3379800,10799900
8/14/2008,6813000,1070000,15411800,11987100,41142300,40937100,4023600,7326100,2242600,26814500,4225700,2724300,3446600,8660000,4564600,6951500,1364500,49732300,3784200,9447400,1519000,17365400,9356600,3518600,4355100,11535200,50431900,9459500,2366200,11807100
8/15/2008,5566200,1160000,23892000,15295100,36656900,43611700,3188200,6504300,2455200,22565100,4690500,2947900,3504400,8386200,5371900,4838900,905100,47267400,3831700,17615400,311900,23269100,7672600,2373500,3658500,11487700,43120100,10790800,2925200,11107500
8/18/2008,5970000,800000,21137600,12374500,32193100,38157700,2728700,10418900,1819800,12916200,4119600,3209400,3343600,7421100,6309700,3772600,915000,38078200,4083200,12509100,235800,22175300,4903400,2535900,4201800,10246000,45839600,9846300,1724100,11202200
8/19/2008,9311600,870000,16564200,13364500,41424300,45428100,4216800,8341700,2293100,15337700,4898400,5277200,3574600,8966300,4073600,2844600,873900,40332900,4036500,12332900,438400,30629300,8101400,3131100,3299100,8781900,66159500,9133700,3476500,12873400
8/20/2008,6871600,855000,11033200,13003800,39065000,52813300,3930600,7914100,1639100,12856900,3761100,3063700,4196200,9443400,5145400,3067200,1075600,41497200,3770600,10981000,390600,19012500,3964400,4128700,2776700,12415000,54152400,10278400,2468900,9843200
8/21/2008,6315000,700000,11670800,9544900,30564500,37272800,3430700,10653400,1874700,11381900,2984300,2626300,3064600,14534400,2585000,3923700,786500,43614200,2976200,9722500,250100,18816700,4048500,3106400,2916000,6966700,54971900,7840100,2538600,8409300
8/22/2008,5989200,640000,14812600,13719900,36022700,44892000,2935600,17248100,1900000,12724900,3510300,3757000,3743900,8321000,3266200,2352600,517900,47930400,3064300,11870400,290300,13319700,5490800,2066100,2253800,7954900,45352600,7717700,2014400,12707000
8/25/2008,5827400,1050000,12329200,10408900,27081000,30517900,2994300,10890200,2026400,11965200,3202200,3984600,2916200,6122500,2357500,2336900,794900,51381300,2540100,9493700,370700,13088300,4578300,1633900,2628500,8071300,42328200,8205000,2189300,9340600
8/26/2008,6218200,770000,9461400,6985200,28810800,33048100,2823700,9130700,1266500,10970600,2622000,3457000,3198600,5995500,1643300,2618100,672200,44774400,3000000,8432900,327700,16797600,4488800,1838400,2327200,6506600,39519900,6439600,2883800,8891300
8/27/2008,5843800,895000,13595400,8549200,23812300,25864700,2438200,8612100,1739400,11727200,2851000,2671900,1834300,6660200,3284800,2727700,911000,33975300,2826300,8307800,300800,13091000,4034300,1794900,2197700,7317600,39153600,8399300,2025300,7590800
8/28/2008,5448200,885000,20861000,12813600,34724300,36971300,3247400,10382800,1327900,12112000,3031500,3574500,2116800,8565800,3537200,5247600,1087800,48372600,3515700,8106700,319200,13626200,4448600,1072200,1959500,9675200,30305300,8148200,2140700,6909000
8/29/2008,7156000,845000,17841200,9396000,23327100,29295400,2260400,10972300,1847100,12853800,2831800,3552000,2345900,7586300,2703000,2650200,705900,50735500,2930900,9569400,252800,12520800,3912800,1114800,2331500,9062800,53554000,10368300,1681600,6025800
9/2/2008,11749800,1515000,25723800,11079600,33267600,37648600,4422200,9644000,2838300,23022600,5241800,3519400,2963700,8212100,4527800,5540500,1345200,66079200,4171000,11255200,509000,27655200,6464200,1789500,2876600,11843700,44071100,15122400,3718700,12917100
9/3/2008,11316600,890000,22448800,11751500,28787600,38035000,4404400,10594600,1732000,15823500,5869300,3182800,3308000,6673500,2345600,5647400,934300,57127700,4330500,10433900,275400,39057000,5252900,5222900,3855200,9554000,73837200,9844000,2238100,9458000
9/4/2008,10133800,975000,25899000,18672300,41510300,46546500,4539900,12027800,2713700,27613000,6158900,4132900,4540600,7788700,3336200,6293200,1459100,66141900,6110300,12298000,318200,31607400,10921800,2969700,3656600,11444300,87863800,13676200,2327600,15770900
9/5/2008,8811400,820000,18284200,14005000,42100300,52598700,4832400,11185700,2075700,22823700,5903500,4190500,5003100,7539000,4785500,6217300,935500,82305200,5718400,11578800,440100,25053100,5608800,2715100,3217300,9012200,67373000,10746400,2146000,15556100
9/8/2008,10452800,1275000,22306800,24921400,85629900,97528900,8169800,24594100,2142800,28564100,8855500,6967300,8462800,14981500,6255600,4955600,1945200,62110800,5491500,16521200,622300,41467300,8309100,1910500,3046100,20362900,63278600,15226500,2793300,20146600
9/9/2008,8106300,915000,29463600,16838700,56435300,68945200,6525800,19124100,3543900,25367900,6780000,6557200,5910000,12437500,4355300,5580100,2013700,85735700,8553900,18542200,754800,35965400,7752800,2185000,2611800,15312400,71239500,19050100,4702300,23753700
9/10/2008,11852200,1465000,24609000,13703200,46100400,57747600,5310400,12164800,2696900,23569000,6010400,4783900,6896900,12939000,4279900,5633800,1491700,75064900,6544800,19047700,524200,19819300,9138500,2863300,3605100,13883700,66190200,12611100,5665800,12857300
9/11/2008,9737400,695000,27409200,19227400,57012300,76365300,5261800,15211900,2989800,28990100,6455300,5654000,6446700,20752800,4324500,4715500,1451700,72913300,6826900,16200400,606800,27556200,6101100,2882700,3710400,14011700,85607000,15725800,3151600,12735400
9/12/2008,6635100,1875000,20364200,12977400,51417100,63888200,5647300,11473000,2474200,19141600,5410800,4657100,6183300,15622500,2933700,4549600,1237500,75628500,4977800,11378700,1393300,25732100,5084500,1972100,3064800,11213500,61077400,15141200,3242100,9796500
9/15/2008,9908300,2510000,32162400,31418000,92112900,100858600,11693000,21735700,2485800,25802300,6569400,9824700,7650100,42202300,5908500,4785700,1401500,82349400,8240700,19748500,1443300,27620000,9809800,2829100,3088000,15191900,75521100,20929700,4009100,14412300
9/16/2008,13673200,2745000,32829400,27768900,90368100,115545500,8871500,25352900,4023700,33389900,10797500,12692200,9705000,48296400,6347700,6896700,1998600,111729700,8929400,21425800,927700,42932600,8591700,2614900,4133400,18550900,103752800,23336300,4995800,21043700
9/17/2008,12298000,2700000,37536000,37399600,104396300,98504500,10855100,37240500,3176800,41250600,11423300,13185700,9199000,112060400,6624700,4850200,2461300,106972100,10037200,25324200,1537500,42981300,14830200,2759200,5352900,22284700,93136100,24167100,4558100,20772200
9/18/2008,15995000,2975000,40347200,43084400,132982000,166561000,69037800,66396000,5524700,41697400,11588600,11526600,13849200,114590700,10182300,6360200,3354900,132291300,10025000,28178600,2173700,42121100,14031600,6450100,5227400,22442900,126532800,29279900,6109800,22351300
9/19/2008,14432600,3505000,47807400,32871700,88523900,96587700,17995000,326300,4649800,44546700,103300,8436300,9236600,43208300,12095100,5051500,2686500,134926100,10398200,28562500,1975800,32616200,10863200,4770300,4986200,28430600,107675000,27446100,4627300,23299000
9/22/2008,8844000,1935000,23355200,14951400,44934200,54381000,4661000,8801100,2182800,22084300,6314600,5526200,3576000,21938700,5262600,3354700,1242300,105207700,5685600,14998700,887100,24649000,6031400,1482900,3885800,18394300,48899300,16067900,3943700,21086200
9/23/2008,8012800,1085000,25686000,10273700,32404400,32709700,6380900,7538700,1722200,22176600,4405100,4142200,2704000,20037600,3442100,3414400,1437200,92181300,6304800,15133400,494500,22392700,6634600,1521300,4292100,13450900,64671800,13635900,2909700,14111400
9/24/2008,6574100,2250000,21740600,7097900,27186400,26497100,5743600,7793900,1302400,17200400,3521300,3856500,3928100,46611300,2564000,3343300,1426200,80250300,5124600,13053800,395400,20665700,5484100,6714600,4206400,13600300,67876800,12469600,3640200,8456700
9/25/2008,6539200,1540000,26174800,7670000,36831300,38564000,4711700,9375900,1568200,21429500,5293400,3959600,2792900,19172100,2756900,6390400,1671100,96203500,5736600,17513200,808900,22970800,6381800,3965600,6592500,13356400,69705600,14577700,2999300,10043500
9/26/2008,4760500,1050000,27516800,16334000,148081400,56079000,6102300,7547400,1322500,21199800,4508100,3919100,4199800,15806400,2940600,5469000,1445400,100744300,5452300,13417000,442200,17008500,5866500,4327900,6307000,9546400,68353700,13087200,2638600,9732700
9/29/2008,9586700,1715000,39031200,20234900,79528000,67567100,9726800,18718500,2008200,27535200,7243100,6793900,5947200,24147600,3571700,11143200,2363100,134383100,10288600,23388500,545300,28057100,9604900,3247500,7237700,26696900,93067800,25740100,4313700,16435100
9/30/2008,18991900,1770000,35193200,13025700,66987800,46865200,9427900,16897000,1918700,26925700,5082700,6945100,4191800,13129900,4338600,8079900,2457600,107192700,8559200,23102600,410900,23152800,6412200,4558400,5803500,16589100,84089900,19623000,3242000,11575300
10/1/2008,13134400,2865000,29096400,8650900,59424300,47778200,5380800,9929400,1431200,23363700,3860200,4979300,4290600,13837100,1862600,6942500,2979700,88957000,6135200,17760000,683200,20739900,6221800,1688100,3648500,11020900,74450600,25547700,3392600,14274600
10/2/2008,11458200,3695000,30669000,15425500,53944700,39351300,4062100,8422600,1651800,21199900,6284800,3537400,3643500,10894700,2612900,16813900,3209500,93819800,8803800,21833600,762900,18545900,8128100,2373500,4544100,11783300,80680400,30897500,3844500,14700100
10/3/2008,9637900,2630000,27695800,14319600,68639000,81074700,9783000,10708200,2105000,31118600,7767800,4110300,3847700,16080700,3046900,14751300,2730800,114289400,9015300,22923700,725400,27243600,9312300,3348200,4509200,17468400,83407600,25416700,3577500,20846400
10/6/2008,11521400,3105000,46243600,24569900,63065300,59028000,9822800,11826400,3571700,39728800,9508900,5004100,4826600,21368000,3921400,13619000,4426700,146374600,11100500,25914800,385200,36436400,12428500,5428400,6326300,35803300,111110100,33471600,4936800,23778600
10/7/2008,11416100,2460000,34820200,20965900,62396200,45277800,10900200,12876500,2664300,34551400,9819200,5457700,3912900,17184000,4256800,12893100,4232400,145941200,11876600,23857700,348800,34193300,10927800,2674900,5406300,27859500,90115400,24172200,3934600,24995600
10/8/2008,17980400,3570000,49084200,20355200,75686800,57472800,14257900,18205800,4564500,47796100,13645400,10253100,4939600,18223800,3981100,17281200,4592300,171598600,12027800,37290900,491500,35105500,11889300,3218600,4655200,28972100,124271200,37910400,7845100,30508100
10/9/2008,21293600,4110000,46288400,29127700,88790300,122764600,11246100,17467300,6415800,41184600,7837500,10009000,6746000,28150500,6010800,15497200,3290800,131948700,9044600,30092600,1134000,29596900,12239000,2649000,6478800,24391800,106013200,33493900,5116700,17929900
10/10/2008,24637400,6525000,73567200,45641400,112976400,122081300,13694100,21455600,7715200,51587500,12410400,11197600,8589300,71312700,7221400,14386200,4113400,228467500,15774400,47113800,1483900,49333700,20325600,4488500,8203000,37801900,166831600,50089400,7481800,26265300
10/13/2008,17101600,3650000,50478400,22808600,81628900,69324000,7349700,14020500,4876900,29554100,8433700,7885800,6261400,45400500,5243300,8075800,2069000,144935400,10878000,25023000,275800,24678100,14290600,2365900,4143900,20772800,99262800,32537300,4282100,15275700
10/14/2008,15114200,2860000,57665600,23749600,95288900,96432200,16106600,21249000,5892800,28559900,7996300,9483700,12541800,41605300,6015100,10685700,2845900,165674900,11236300,29454500,785400,26867500,12493900,3051400,5027000,20214300,124442300,38915400,4516300,14480700
10/15/2008,11330800,1530000,56256000,18978200,84755700,95036300,12956600,15289500,5699100,27945200,7662600,6907400,6621100,22250100,4183500,9367400,2634900,113280200,11733700,23606500,939400,26416300,10146800,3101700,4259800,18089100,141131200,25064700,3358000,14951700
10/16/2008,16271300,2015000,53069400,23469400,75112400,73953600,14600800,18824000,6678300,47390100,10619000,10533800,7650800,27901700,4207000,8947800,4659500,161147800,13451600,27622600,918400,38445400,11752000,3258500,5273100,21418200,120891700,34602200,4197400,22895800
10/17/2008,15230700,1890000,42030000,21527500,60991200,67021500,11861900,14576400,8020300,31223000,8423400,6165100,4132100,18413500,4414600,8787300,3118700,133673100,9787700,19589700,1010100,26629800,10045100,2432900,2902200,17985900,93872200,25254100,4505600,15725700
10/20/2008,9747100,1950000,27773000,18306600,44732100,52147200,7601100,8033500,2735900,28415000,6356700,4624100,3380200,16908300,2409800,9395400,2387200,93484300,8056900,16636400,745800,18408800,7809200,3117800,2529600,14070800,74062300,18035000,2865200,13263900
10/21/2008,9716400,1615000,21927000,30236400,41780700,52862300,5633200,7607600,3440100,19444300,7081300,4251900,2702700,13588000,3260800,5806600,1409800,100385600,9039600,12739400,1451100,15135300,7357000,1444500,3114300,14680800,78715200,14042400,3122400,8799700
10/22/2008,14198100,1380000,31891200,20121600,60825200,65131500,5641400,10417900,4754700,28203700,6863600,7803200,4487900,15459100,7039300,8941400,2851400,150054800,10612300,34940700,1088300,23827700,10096700,2503600,4337900,20567900,78516000,23324900,5151000,18308500
10/23/2008,12358000,1995000,56321200,16648500,63917000,63126100,6913700,11015500,4609100,34945300,8923400,10682400,4958000,25529600,5858500,10301100,3876400,154774100,18683000,25829200,839800,29497600,13971200,2560500,6420500,17445800,85195700,23490600,5891300,16405800
10/24/2008,12287300,2450000,40797600,18335800,61968800,50050200,6473000,12986800,3519800,29809800,5103600,10016900,16126800,24494800,5370100,8619100,3477800,153919700,10960700,26572200,1024600,22524500,9792200,1766100,4753700,16247600,96012400,23132100,4015500,13003600
10/27/2008,11099100,2755000,29412000,10516700,62712700,48569000,4960600,8461000,5311600,26744800,7446200,7217600,9079700,20595000,3914300,5925200,3198200,117683900,9589400,23484700,432800,21744700,9236200,2268300,4399700,15081300,80541800,21067000,2788800,10662000
