Date,IBM,BRK-B,KO,AXP,JPM,WFC,STT,BK,CI,WMT,COST,TRV,PNC,GS,MCO,DE,ECL,MSFT,DD,PG,BLK,HD,BA,VRTX,A,DIS,INTC,JNJ,FDX,TGT
5/11/2004,6575000,935000,10300800,5208200,16613700,9078200,2554200,2964200,4287300,9647900,2723900,2284600,817600,5288200,1130600,4233600,891900,57917200,2941000,7315400,90600,7538100,3322000,412700,5423100,14412500,82353000,8244600,1228800,4040500
5/12/2004,8445800,1085000,8902400,6625800,16881200,10987000,2726000,5985100,3158100,12302900,2974900,3873200,811000,6639300,1029800,4341200,990600,64145600,4214300,6926800,87700,10560700,2763300,642800,5729000,10148200,81059000,5798200,1439600,5353500
5/13/2004,4708400,735000,7085000,4629000,11896100,11970800,2004700,4401900,4692600,13221100,3034700,2594400,734400,4692400,1742600,5600800,680400,63861500,2016600,5916200,53500,8983200,2008300,538400,4103800,18058600,59959000,6619200,1070700,6661200
5/14/2004,5197800,630000,8548800,4549500,9251400,14996400,1888000,3727300,2810700,8573600,2591400,1835200,1002400,4569700,1197200,4400400,685300,43775300,2076500,6617600,55500,6948300,2710000,809700,3197900,7104000,51872800,5393000,1018500,3768200
5/17/2004,5700000,630000,7597800,5570000,10311700,10223600,1900500,2822400,2966400,8432000,2626500,1438200,873600,4520600,1408600,2351400,749700,55149600,2226700,6971200,34100,8121900,2454500,800100,4593500,6658600,64859800,6229800,1107600,4279300
5/18/2004,4401100,805000,9899400,4861000,8825600,12647200,1543300,4111900,3719100,8850600,4406100,1747000,485100,3325600,1469000,7546600,628000,58158600,2269300,6523600,26300,14104700,1477200,784600,12886000,5236000,55177200,5361600,1163300,4589800
5/19/2004,7431800,930000,9078400,4432600,10945700,16055600,1435200,3085200,3264900,10540100,3376600,2775100,1073100,4751400,1478600,6391800,813200,60052800,2640000,5216400,76700,7603400,3016800,1099200,7976400,8089500,77032600,5748700,997800,3841600
5/20/2004,4031500,630000,7053400,3815900,7384700,8893400,1075300,2139100,2207100,7449000,3436200,1601600,695100,3904600,1229200,5011200,1023600,52089900,1209200,5441000,36800,6761300,2281200,814200,5571000,4251400,52381300,4560300,707200,2978800
5/21/2004,5130000,855000,9992000,4809500,7116500,9670600,1408300,1589600,2123400,8585500,2718800,1773700,749400,4060800,2264800,5477600,691300,57809300,2248600,7756600,53100,8684700,2493000,2147000,3700700,7053600,46798400,6605800,1118000,2611400
5/24/2004,3778100,495000,9990000,3713100,6079600,7335600,732200,2746100,2245500,9549500,2558900,1235300,1132600,3687700,1400400,3677400,510200,56250500,2233400,5733600,48600,6276400,3803600,811500,4494500,5979100,45718100,6242700,993200,3868700
5/25/2004,5358100,855000,11520800,4436100,8236600,7672400,870900,2062400,2433600,8567400,2566400,1602500,1569000,3927500,1622200,4143000,1343200,66615000,2082100,6074400,37800,7517900,3989900,722100,6729900,5405100,65523400,8148300,1380200,3255000
5/26/2004,4308200,385000,7401600,4301200,6704000,8815400,759800,1666100,2323500,6675900,1675700,3263800,1139000,2978600,1100600,3425200,902400,50306900,2011400,5645800,66600,6813900,3432900,743000,5301000,5470800,50431600,9073300,1129200,3420900
5/27/2004,4094600,495000,11214800,5499900,8163000,12676400,1234100,2342000,3588600,9867400,7799600,1932400,1001100,4652200,896400,3878000,816200,49071900,2463100,6077200,72100,8433900,6691500,600400,5504000,5804800,55379500,5652800,1473100,3623600
5/28/2004,3203800,225000,7948400,2601300,4311000,7927600,889000,1424900,2275200,6163100,2682600,2420500,936700,2425800,720000,1927600,439900,37393000,1411700,3929000,48900,7014700,5323600,252600,4778200,3879900,48045200,5505500,577100,2334600
6/1/2004,4884300,435000,6464000,3986800,5619300,7136400,1159300,2036800,3775500,7995200,2723900,2025700,1111200,4142600,1306800,4891000,663200,48369500,2047400,5139600,65200,6297800,4211300,789900,6360700,7336100,51164300,5164300,1119500,2413000
6/2/2004,3912600,1095000,11810600,3137500,6267600,8642400,1064100,1498700,2173200,10183500,3463100,2177400,1075200,4320100,1758200,2776200,710500,54020000,2125900,5459600,68300,11178600,4115400,516100,4273200,8753400,49706200,7907800,912400,3753200
6/3/2004,3011500,565000,8386800,2714400,7280700,5910200,939600,1164000,2694600,9752800,5426500,2134400,644300,4224700,1025400,2172400,430300,45933100,5097300,4222000,39800,7191900,2363100,513400,4591500,6509400,56286200,8850000,1259900,4280600
6/4/2004,3803400,275000,7293600,2732700,5832100,5023600,617900,1867500,1766400,7156600,3710300,1646500,694900,3165000,759600,1982600,472900,48815300,2351600,4417800,55400,8056300,2832700,652800,3632200,4915500,62251700,5193600,808200,2688600
6/7/2004,4264500,480000,7378000,3891200,7368400,5949400,696200,2197900,1994400,7013800,3849900,2454300,625600,3493300,868000,2020000,531100,65218600,2037600,4417000,27600,7311300,5770800,919900,5046600,6578600,37487500,4924100,1159600,2233200
6/8/2004,5400300,510000,8212000,3162900,7042800,6064200,921900,1913900,2007600,6971400,5493300,2157000,802400,2949300,1196800,3858400,472300,58447700,1999700,6085600,45000,7613500,3664400,676800,3578300,5967100,48237500,7499600,1267200,2898500
6/9/2004,5233400,615000,13833400,3429600,6053000,8827400,1104700,1416400,2087700,5774100,6895100,1355900,935200,1996500,778400,3061600,452500,50385500,2056500,5200200,38100,8780500,3340400,690600,4552100,7252700,46163000,3891400,812000,3223500
6/10/2004,3468700,265000,9386000,2586000,5198600,4057000,654500,1723300,1609200,6281500,6661500,2813900,684800,1702500,849600,3227400,625400,48109200,2050800,6059400,31100,8184600,2532500,1670000,2310600,5602700,42508600,4404200,1917900,10224700
6/14/2004,4121400,320000,7353400,3929000,6317600,5563800,862500,1507000,2101200,6351900,3219800,1612700,1075500,3043300,1259800,2664400,365300,67377500,1659300,4845200,27400,5682500,4027300,984300,3486300,7386800,37832900,4257000,1034400,3078900
6/15/2004,4508300,310000,9286200,4076000,8166300,7573200,1191600,1694400,2646900,8709200,2777400,1919900,860400,5510300,1018800,3680000,608000,114183400,1872700,6736400,49700,7589900,7011800,786600,3746700,6138900,47001700,8312400,1259600,3120900
6/16/2004,3145700,465000,7924400,3463900,5895200,3873600,875900,1928900,2653500,6859500,2339700,1556000,768800,4149900,541800,2031200,479300,67431100,2174300,3609000,55400,5333100,3370100,481700,2124500,6154800,34035000,4471900,1475600,2148500
6/17/2004,4180200,460000,6106800,3187900,5747200,4553600,1478400,2808100,3490500,5242800,2389100,2014600,962500,3500700,1222000,2698000,833400,105427500,1398100,5650200,70000,5880500,3540400,448900,3128700,4896300,38966500,4750500,1014500,2055100
6/18/2004,6470800,460000,10107400,5571900,12953300,6649400,1684800,2328800,1815600,12935800,3153300,2055500,1512500,3823000,837400,4779600,861500,134218700,2782500,20318200,48100,13836700,4066600,1749400,3634500,7328300,52413700,8467400,957800,2409400
6/21/2004,3843400,635000,5516800,3617200,5511700,6777000,1774400,1552500,4509000,8005500,2467200,1350600,1243600,3217900,672000,2097400,622600,116881700,1847900,6349600,21500,7814000,2346100,627900,2256700,6366300,43528400,4514400,599600,3203200
6/22/2004,4149300,655000,7195000,3547500,9628200,6935200,1343000,2178200,3347100,14241700,4223400,2009000,1204100,8249500,1035800,2682000,631300,98932000,2733400,6559000,40500,10313400,2640700,1881300,3872300,6760300,46902000,5235700,888400,7462500
6/23/2004,4354700,940000,6094000,3150500,9303600,6696400,2018700,1883000,1754400,23284800,3783200,3532600,1038800,6149000,939400,2494800,467900,58558400,3012400,5268600,24900,7715000,3559100,1482600,3722100,8469400,51711400,6199300,2908000,3746300
6/24/2004,4069400,780000,6205600,3576600,10092000,5938200,1428100,1776500,2444700,10148700,3250500,2620200,697000,5519100,1844600,2251400,574900,65503800,2668400,5925300,37200,8889700,2463300,969700,5794000,17934500,55033300,4445500,1270300,2508300
6/25/2004,5604700,630000,10580800,6326500,12499100,9109800,1513900,2213400,3843900,13404800,3711300,5418400,1332200,8047400,912200,2326000,521000,71136500,1929800,9440900,96500,12481000,4449200,1294200,10515300,7792900,68915000,7932400,1199800,3975700
6/28/2004,4423200,310000,7731600,3561100,11788300,8043600,1007600,1580100,2166000,14806500,3151000,3022100,865900,4380100,1277800,2675800,524500,77024100,1957000,6285600,24700,6621300,2966400,439000,4594300,5432800,51702300,6590200,1710100,5027800
6/29/2004,4394800,500000,6743400,3425400,9783000,9438800,1156100,2235800,3029700,15237300,5007800,1649400,1081600,3359300,788600,2348200,425500,55371700,2179100,4690400,29500,7898200,3127500,768400,4112200,5302900,52663300,6198300,1056200,16079900
6/30/2004,4724000,430000,8854000,5050700,16628400,10297200,1062300,2120500,1726500,14127100,4421800,1992300,1414600,4135600,1118800,3017800,746000,83544400,1842200,6478800,48800,6443600,2692000,629600,4187000,6251700,50573400,6122400,1458500,5328400
7/1/2004,5093900,515000,9761200,4143800,15371800,9435400,1615200,1491400,2562900,16904300,4025800,3137000,1145100,4569500,1912200,5375800,886500,78441400,2631300,6696900,82800,7660100,3591700,786000,4608700,6081500,68757000,6363200,1735500,5166100
7/2/2004,2874500,280000,6780200,2871000,8373200,7302000,1250600,2191100,1755000,12181600,3170200,2964600,544100,3330600,682600,3721800,494600,36690100,1260200,4263200,73300,6150600,2820700,518700,2314200,4260400,46758300,4800000,799200,4614700
7/6/2004,6408100,460000,5764600,3380300,15088300,6609200,1189100,1636000,2050500,10446500,3579200,3510400,819800,2603700,905400,2549600,718300,69158900,1342100,5243300,68700,6617700,4004200,506300,3629400,5905500,60479300,5752600,1001200,4656400
7/7/2004,5677300,1115000,6745000,4471600,13643800,5369200,1454700,1805100,2471700,9751600,3162000,3277600,685400,4501900,1626600,4379200,729800,66255700,1415000,4357900,160000,5049600,2882300,675500,3283000,4479600,45902500,5457900,992900,6927100
7/8/2004,7529000,355000,8869200,3865700,9619100,5526200,1341600,1968000,2129100,11839200,5878400,1957000,880400,3493200,933000,5058200,735000,59125100,1345200,5239600,72800,7180500,3536200,701800,2949000,4897400,47125200,5780100,1180900,6554900
7/9/2004,6595200,335000,6813400,2867100,7199600,4247800,1433300,1223800,4283400,9179200,3043700,1747700,994600,2518900,754600,3400600,658700,50249300,1303400,4057700,35800,5737500,2353100,333400,2661300,5809500,38190800,3899600,1263000,4640200
7/12/2004,6009200,350000,6718600,4086900,9447300,8098200,1473300,2768600,3627300,8376800,3592100,1564600,1681200,3509600,557600,3136800,585100,45757300,1112600,4926100,29400,5761400,2947400,449100,4414400,5897300,59662200,4227200,743100,4664600
7/13/2004,6001000,355000,5210600,4071200,9633300,9360000,9333400,3476200,2512200,10684700,2594200,1074300,972100,3744000,436000,4620400,525100,43274100,1081800,3521800,98300,4922700,2052000,282700,2807300,3802300,77788900,6372900,663800,7304600
7/14/2004,6298600,540000,8310000,4588500,10905200,5591600,4412000,5666400,2073000,9203000,4112500,1591800,1541900,3447500,609200,3753600,859700,87656300,1777300,4814500,99700,5486800,2811600,622300,3624100,4425100,283538400,7503400,1634000,5125900
7/15/2004,7086500,385000,8425000,4699700,12141900,7250800,3155600,4116900,2794800,6787900,4120600,4196500,1275800,3899700,776200,3355200,676300,46759700,1118400,5542500,37600,5370700,3533600,279300,3409500,4518300,95308000,5474900,1309500,3689700
7/16/2004,10441400,485000,7449600,3920500,10179400,7385400,2722900,4243600,1887600,11396400,3050200,2557800,4166900,3562400,755000,2838800,525800,66406300,2183500,5550300,22200,6820400,2191100,1060400,2537200,6910300,85373900,23213100,971100,4566900
7/19/2004,6596000,420000,9049600,3307800,9112000,8440600,1760100,2724300,1846800,9624500,2750400,2152700,1782000,3308600,594000,2321000,414500,60354500,1871000,4469000,78400,10107400,2645900,821500,2576300,7623800,58998200,8860200,994700,4162600
7/20/2004,5651300,600000,8366800,4787000,11567800,9717800,1843800,3107600,2116200,8733300,3049700,3558400,1720400,4131100,1204400,2516600,871100,89010700,1488800,5096200,165900,5870600,2419800,636400,4263700,7143000,60254800,6541100,1557200,3437000
7/21/2004,5534000,735000,9999800,4677700,18145600,6557200,2431000,4207200,1672500,10407300,2950000,2149300,1867600,4535400,597800,3398000,671600,201518000,2778000,7142000,102000,5192200,3197200,844400,5453800,6014500,72208300,6014500,1605500,3224400
7/22/2004,5972600,1105000,8141800,5264800,12868900,6238800,2500200,2440100,2066700,10228300,3639700,3019000,1484200,4883400,776200,6626600,908000,124640700,2362800,4550200,84600,5672600,6510000,1205700,4709800,6907200,75064700,6924700,2267800,3288500
7/23/2004,4309400,1160000,50347800,3663400,10259500,4856400,2824800,2283700,2195100,9120100,2205700,7400700,1175900,3096600,795200,4277000,632000,97372700,1425500,6157400,105300,7399700,2905500,456200,5388700,5998800,75635600,5245600,1481000,6815000
7/26/2004,4517500,425000,21925000,8448700,8089000,4780000,2231600,1689700,2725200,7829800,2283600,4759000,1057600,3805400,420000,3369600,1039000,72387600,1221000,4931000,80400,6551000,2238500,546100,4041600,5296500,81010800,5885000,961400,3824100
7/27/2004,4098500,675000,27922000,7606300,8491200,5767400,2138800,1517100,6233700,9634900,3967400,3832500,1312900,4131900,871000,5159000,779400,72968400,1836600,5077900,57000,7403500,2979300,762600,4616600,5879300,87134700,5083300,1268600,4726700
7/28/2004,6566200,530000,25208600,5518300,8535900,11086600,2060000,2262700,3299700,9942600,3123800,2117500,970100,4273500,1765200,4347200,701300,62718800,1558700,6307700,109100,5647200,4192600,574700,5490300,5680700,78531400,8636000,1393100,2669700
7/29/2004,4232300,595000,26268800,4768300,8556300,4770000,2604500,1811000,2853000,8777900,3952700,2434500,1131400,3588700,869000,2287000,487900,60148400,2568500,4913700,41700,4196000,2885700,515300,5296100,4120400,104103900,4832100,1413700,2492600
7/30/2004,3508500,385000,17788200,3386300,7910000,4319800,1448600,1462400,1637700,8957100,4239700,1259100,800500,3706400,2661400,2547000,360800,59552900,2455800,7447700,47300,4397600,4844300,439000,4327300,4828100,83593700,5033400,846200,4880900
8/2/2004,3408400,515000,15973400,3597200,8075700,4417200,1931600,2171900,2392800,7131700,2014100,1719000,774200,3020400,5431800,2378200,451300,52267000,1382700,6872400,50500,5040500,2417200,637500,2675200,5220200,67142500,4140500,1330500,2795400
8/3/2004,4147200,485000,12271600,3571100,9053900,5360200,2002200,1412100,3476400,8858300,3296600,2800200,952100,2726800,2203400,1952800,599800,53990900,1212800,5613500,73600,6156100,3477700,574400,3317400,4811900,59729200,5934200,912100,2967900
8/4/2004,4160600,795000,10292400,3354700,6809800,4578800,1624200,2226500,9767700,6906600,3160300,2191300,792400,3460200,1118200,1609400,478400,46217900,1823000,5130900,35500,5037500,3574400,422600,3509200,6764400,56196400,3438700,1308600,2615200
8/5/2004,3879900,495000,15254600,4079600,8439200,4978200,980700,1497700,3296700,9762900,3695000,3952700,754500,3203000,1849800,3798400,711400,55591700,1659300,3842900,68100,5542800,2862300,338200,1995900,6140900,55750000,6130000,1573900,3702000
8/6/2004,5219200,450000,17143200,4543400,9666200,6861200,1340600,2063300,2915400,11393400,3928900,5558300,740900,5065600,1360600,8121600,731600,75628000,2795300,4930400,42600,7796500,3667000,529800,2657400,6308000,55989300,6053600,1711900,5033000
8/9/2004,3621100,1410000,9179800,2537100,7355900,3747600,860900,930100,2854200,7222400,3383000,2900300,647700,2916200,462800,4357400,489700,51877500,1953600,3424800,47700,4149700,2382900,439000,2351900,5256600,44138600,3450200,1100600,2519200
8/10/2004,4351000,775000,10483200,3827300,9031000,6003200,1217100,1409200,3131700,7136600,4409800,3386600,1068400,5453300,1508400,4795200,775900,57632700,2202000,4646100,56600,4364600,3542600,416000,4130900,9327100,56624800,3931800,1054100,5432200
8/11/2004,5288000,340000,13898400,3656300,7271900,7909600,821700,1051800,2761800,8614500,3348000,1721300,706200,3995400,898600,3673200,503300,53097300,1778600,6866300,57500,5863900,2992200,613400,7051500,12018300,60898200,6071100,1594000,4570900
8/12/2004,7134900,530000,11305000,4369800,7201400,5312400,808700,1049900,2984400,14352600,3812800,3044000,760800,4773500,1433000,3671000,725100,50279700,1158800,4684100,26500,5226300,2987600,473200,10592700,13046700,70257800,7663000,1230300,9748100
8/13/2004,5801900,365000,8895200,3755300,6165000,4730000,1055300,2083400,2057700,9930900,2318100,3209400,1226500,2533900,702800,2657600,508500,43333200,1658500,3852700,29000,6774800,2226700,307100,11596500,10860300,71215300,6049000,1094400,5274900
8/16/2004,4361500,350000,9069400,5017200,9070700,5742000,1004600,2224800,2621700,7758600,3002600,2178600,1827700,2990100,921800,3492800,505000,54347200,2598200,4768000,52200,9742200,4286400,527400,3200100,11471900,59703500,4739500,1578900,4036400
